Source sentence,Answer sentence,Event1,Event2,labels
A fired accountant accused of wounding two former bosses in a shotgun attack and killing a receptionist who tried to stop him was arraigned Wednesday on murder and other charges . ,fired have no relationship to murder ,fired ,murder ,NONE
"A man fired four days earlier from his job as an accountant walked into his old office , passed by the receptionist and made his way to a manager's office with the purpose of killing him with a shotgun , a police sergeant said Wednesday during the man's arraignment . The man accused of shooting his three former co - workers is Anthony LaCalamita III , a 38 - year - old Troy resident who was fired from Gordon Advisors on Thursday . ",walked have no relationship to accused ,walked ,accused ,NONE
Andrew Lopez was found guilty of second - degree murder and two counts of first - degree assault in the death of Zurana Horton . ,second  degree murder is the cause of guilty ,second  degree murder ,guilty ,Cause-Effect
Footage Of Brooklyn Mother's Fatal Shooting Released During Trial Prosecutors showed the tragic footage at the trial of the two youths charged with murdering Horton . ,Fatal Shooting is the cause of trial ,Fatal Shooting ,trial ,Cause-Effect
"Iran Villagers Shelter In Tents After Killer Quake He said 30 of the 80 wounded remained in hospital after the tremor , which destroyed or damaged an estimated 1 , 500 mudbrick houses in about 15 villages on the island and was felt across the Gulf in the United Arab Emirates . ",Quake is the cause of destroyed ,Quake ,destroyed ,Cause-Effect
"Andrew Lopez , 20 , is the accused gunman who sprayed gunfire from a rooftop . ",sprayed is the cause of accused ,sprayed ,accused ,Cause-Effect
"The Indian Navy patrolling the Gulf of Aden on Thursday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September . ",operation is the cause of thwarted ,operation ,thwarted ,Cause-Effect
"Firefighters extinguished blazes at least two buildings the bank and a branch of the Finance Ministry while protesters set up burning barricades and torched cars and a fire truck . On the streets of Athens , demonstrators chanted ""Thieves , thieves ! "" as they attempted to break through a riot police cordon guarding Parliament and chased ceremonial guards away from the Tomb of the Unknown Soldier in front of the building . ",torched have no relationship to chanted ,torched ,chanted ,NONE
"Actress Lindsay Lohan finally checked into court - mandated rehab at the Betty Ford Center late Thursday , after hiring former lawyer Shawn Holley for help . ",hiring is the cause of help ,hiring ,help ,Cause-Effect
"Steinberg , a partner in the firm , later told police LaCalamita loaded a shell into the shotgun's chamber and fired at him , hitting him in the hip area . ",fired is the cause of hitting ,fired ,hitting ,Cause-Effect
"The day before Buckley's death another climber , 36 - year - old Duncan Rait , died after slipping and falling about 200 feet from a ridge in the same national park . ",slipping have no relationship to death ,slipping ,death ,NONE
A jury on Tuesday convicted a man charged in an April 2007 shooting at a Troy accounting firm that left a receptionist dead and two managing partners wounded . ,shooting is the cause of dead ,shooting ,dead ,Cause-Effect
"“ Tonight was a peaceful vigil that devolved into a riot , ” Williams wrote . Brooklyn neighborhood on police lockdown following protest ",riot is the cause of lockdown ,riot ,lockdown ,Cause-Effect
"The Sixers made a power move this offseason , firing head coach Jim O'Brien , who wasn't a Dalembert fan , and replacing him with Mo Cheeks , who is . ",is is the cause of move ,is ,move ,Cause-Effect
"Rescue operations are under way after a 6 . 1 magnitude earthquake hit Indonesia's Aceh province , flattening houses and causing landslides . Indonesia Aceh rescue operation after deadly earthquake ",hit have no relationship to earthquake ,hit ,earthquake ,NONE
"Hooded youths hurled petrol bombs at stores and businesses in the center of the capital Athens and demonstrators tried to storm parliament during the general strike , as the rioting spread to the northern city of Thessaloniki . At least two other buildings , one used by tax officials , caught fire in other fire - bomb attacks on the margins of the protests . ",hurled is the cause of caught fire ,hurled ,caught fire ,Cause-Effect
"Our reporter says he did not see any casualties , but Mr Lang , the commissioner of Pariang county in Unity state , said that 12 people had been killed and the death toll could rise . Five bombs were dropped , of which four exploded , they told our correspondent . ",see have no relationship to dropped ,see ,dropped ,NONE
"A Kraft Foods plant worker who had been suspended for feuding with colleagues , then escorted from the building , returned minutes later with a handgun , found her foes in a break room and executed two of them with a single bullet each and critically wounded a third , police said Friday . ",executed have no relationship to escorted ,executed ,escorted ,NONE
A fired accountant accused of wounding two former bosses in a shotgun attack and killing a receptionist who tried to stop him was arraigned Wednesday on murder and other charges . ,charges have no relationship to killing ,charges ,killing ,NONE
"The quake appears to have shaken the provincial capital of Banda Aceh , which is located at the northern tip of the Sumatran land mass . ""I see many houses were damaged and their roofs fell onto some people , "" central Aceh district resident Bensu Elianita told the Associated Press . ",quake is the cause of damaged ,quake ,damaged ,Cause-Effect
Horton died instantly from a shot in the face and chest when she attempted to protect students from gunfire . ,shot is the cause of died ,shot ,died ,Cause-Effect
"No application for bail was made at yesterday's hearing and no plea was entered . A preliminary hearing for John Jenkin , 23 , charged with the murders of his mother Alice McMeekin , 58 , and sister Katie Jenkin , 20 , was heard in Preston Crown Court this morning . ",plea have no relationship to hearing ,plea ,hearing ,NONE
Greece's parliament is due to vote on the hefty cuts and reforms proposed by the government to address the country's financial crisis . It comes a day after three bank workers died in a petrol bomb attack as demonstrations over the planned austerity measures turned violent . ,vote have no relationship to turned ,vote ,turned ,NONE
"The tremor also damaged hospitals on the island , including one which was reported to have stopped providing medical service . Aftershocks jolt Iran's Qeshm island , death toll rises to 10 ",tremor is the cause of death ,tremor ,death ,Cause-Effect
"No tsunami warnings were issued following the quake , which injured dozens and damaged several houses in Takengon , the capital of Central Aceh district , AP reported . ",quake is the cause of injured ,quake ,injured ,Cause-Effect
"A refugee camp in South Sudan's Unity state was bombed Thursday , South Sudan officials and witnesses said , threatening to raise tensions with Sudan in the violence - plagued border region . ",said have no relationship to bombed ,said ,bombed ,NONE
"Lindsay Lohan has left the Betty Ford Center and is moving to a rehab facility in Malibu , Calif . , Access Hollywood has confirmed . Lindsay Lohan Leaves Betty Ford , Checks Into Malibu Rehab ",left have no relationship to Leaves ,left ,Leaves ,NONE
"The gruesome death on a busy Brownsville street was captured in a chilling surveillance tape played at trial . Andrew Lopez , 20 was found guilty in murder of Zurana Horton . ",captured have no relationship to guilty ,captured ,guilty ,NONE
"Thompson was trying his best to survive , but then a vicious two - handed assault sent Thompson down for the second time . Wladimir Klitschko stops Tony Thompson in 6 with efficient execution ",trying have no relationship to stops ,trying ,stops ,NONE
"Robert Buckley the second climber to die in the Aoraki - Mount Cook national park at the weekend The day before Buckley's death another climber , 36 - year - old Duncan Rait , died after slipping and falling about 200 feet from a ridge in the same national park . ",die have no relationship to slipping ,die ,slipping ,NONE
Man charged with arson over Waitrose fire in Wellington ,fire is the cause of arson ,fire ,arson ,Cause-Effect
"Williams died early Thursday in her sleep , according to her longtime publicist Harlan Boll . Williams in a bathing suit became a favorite pinup of GI's in World War II , and her popularity continued afterward . ",died have no relationship to World War II ,died ,World War II ,NONE
The gruesome death on a busy Brownsville street was captured in a chilling surveillance tape played at trial . Gang member guilty in slay of Brooklyn mom of 12 ,captured have no relationship to slay ,captured ,slay ,NONE
"A powerful earthquake hit southern Iran on Sunday , causing major destruction in seven villages and killing 10 people and injuring 80 . Powerful Quake in Iran Kills 10 ; 80 Hurt and 7 Villages Damaged ",earthquake is the cause of Damaged ,earthquake ,Damaged ,Cause-Effect
"She is interested in going back to Betty Ford because she knows everyone there . "" Prior to this check - in to Betty Ford , which was first reported by TMZ . com , California prosecutors had said late Thursday that the troubled actress , 26 , would be arrested if she continued to flout a court order to enter a rehab facility . ",interested have no relationship to check  in ,interested ,check  in ,NONE
"Judge Philip Hickok told a packed courtroom that he weighed all the aggravating factors and mitigating circumstances in the ambush slaying of Los Angeles County Sheriff's Deputy Jerry Ortiz in June 2005 , and he concluded that the case ""absolutely warrants death instead of life without parole . "" After the sentencing , Stirling called Orozco a ""predator . "" ",ambush have no relationship to called ,ambush ,called ,NONE
"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . The three bank workers a man and two women died after demonstrators set their bank on fire along the main demonstration route in central Athens . ",torched is the cause of set on fire ,torched ,set on fire ,Cause-Effect
"Orozco was also convicted of the June 20 , 2005 attempted murder of a man shot in the back while doing yard work at a home in the 22000 block of Joliet Avenue in Hawaiian Gardens , a shooting that the jury also determined to be a street crime . ",murder is the cause of convicted ,murder ,convicted ,Cause-Effect
"""The 170 , 000 - square - foot building houses a number of businesses , including law offices , a State Farm insurance office and C&G Accounting , where the shooting was believed to have occurred . ",believed have no relationship to houses ,believed ,houses ,NONE
"Greek anti - austerity march erupts in violence , 3 dead Tens of thousands of striking workers and civil servants took to the streets and masked youths clashed with police in riot gear , who responded with steady rounds of tear gas and flash bombs which clouded the city centre . ",march is the cause of clashed ,march ,clashed ,Cause-Effect
"Comeaux , 49 , escaped from a prison van in Baytown after he pulled a gun on two TDCJ officers driving him to another prison in Beaumont . ",driving is the cause of escaped ,driving ,escaped ,Cause-Effect
"Five people died and seven were injured in Aceh in the quake and following aftershocks . In April last year an 8 . 6 - magnitude quake struck 431 kilometres off Banda Aceh , prompting an Indian Ocean - wide tsunami alert . ",quake have no relationship to struck ,quake ,struck ,NONE
"Hooded youths hurled petrol bombs at stores and businesses in the centre of the capital , Athens , and demonstrators tried to storm parliament during the general strike , as the rioting spread to the northern city of Thessaloniki . ",strike is the cause of storm ,strike ,storm ,Cause-Effect
"It seems that another incident of an undersea telecommunications cable being severed on Tuesday has resulted in partially blocking internet and mobile services in Alexandria and some other governorates . In a statement to Al - Masry Al - Youm news paper , Mahmoud Al - Goweiny , a member of the National Telecommunications Regulatory Authority's board of directors said that the cable cut happened around the same time that a different cable , owned by Telecom Egypt , was also cut , affecting services in Egypt . ",services have no relationship to cut ,services ,cut ,NONE
"The Athens protest march marking the zenith of the general strike called for the 5th of May was attended by an approximate 200 , 000 ( 20 , 000 which is the foreign broadcast number referring to the PAME march alone ) , although because of lack of media coverage due to the media participation in the general strike no concrete estimates can be made . After the tragic death of the three workers made the round of Athens , new clashes started to spread in the Greek capital , with a large crowd gathered outside the burned bank when Marfin's boss tried to visit the site . ",march is the cause of clashes ,march ,clashes ,Cause-Effect
"Lindsay Lohan has left the Betty Ford Center and is moving to a rehab facility in Malibu , Calif . , Access Hollywood has confirmed . A spokesperson for The Los Angeles Superior Court confirmed to Access that a judge signed an order yesterday allowing the transfer to Cliffside , where she will continue with her 90 - day court - mandated rehab . ",left is the cause of transfer ,left ,transfer ,Cause-Effect
"WLADIMIR KLITSCHKO RETAINS WORLD HEAVYWEIGHT BELTS The 36 - year - old champion Klitschko , 58 - 3 with 51 knockouts , floored Thompson with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American never recovered . ",RETAINS have no relationship to recovered ,RETAINS ,recovered ,NONE
"Since Comeaux's jailbreak , all visitors and employees at the Estelle prison unit are again subject to mandatory pat - downs , Lyons said . The Nov . 30 escape by Arcade Joseph Comeaux Jr . , a convicted rapist recaptured last month after eight days on the run in Baytown and Houston , has led to unprecedented fallout at the prison unit where he was housed , with the largest number of TDCJ employees ever facing termination or disciplinary action because of a single incident , said TDCJ Inspector General John Moriarty . ",jailbreak is the cause of termination ,jailbreak ,termination ,Cause-Effect
'Several die' in south Iran quake The governor of Qeshm island told the AFP news agency four villages had been destroyed and three people killed . ,die have no relationship to told ,die ,told ,NONE
"Thompson never recovered from a big right hand from Klitschko near the end of the fifth round . Wladimir Klitschko retained his WBA , IBF and WBO heavyweight title belts by stopping American challenger Tony Thompson in the sixth round . ",end have no relationship to round ,end ,round ,NONE
Some protesters tried to storm parliament while others threw petrol bombs at police and torched buildings in protest against new austerity measures and a decision to raise taxes to meet the conditions of its international bailout . Three people died in a burning bank as tens of thousands of protesters took to the streets of Athens during a general strike over the Greek government's planned spending cuts . ,meet have no relationship to cuts ,meet ,cuts ,NONE
"He had refused a Breathalyzer test and was given a blood - alcohol test instead . Williams , 32 , was pulled over for speeding in his Bentley on State Route 94 around 1 : 30 a . m . on February 1 , but was arrested on suspicion of drunk driving . ",refused is the cause of arrested ,refused ,arrested ,Cause-Effect
"Heller told a judge during a hearing Thursday morning that Lohan had checked in to the Morningside Recovery rehab facility , but the starlet left it after a few minutes . He declined to say where Lohan is receiving treatment , but reports soon surfaced that she was at the Betty Ford Center in Rancho Mirage , Calif . ",left have no relationship to treatment ,left ,treatment ,NONE
BRIEF UNPLANNED SEACOM CABLE INTERNET OUTAGE According to information from SEACOM the outage was caused by a terrestrial break in the fibre in Egypt on the SMW4 cable system . ,BRIEF have no relationship to outage ,BRIEF ,outage ,NONE
"A Los Angeles County sheriff's deputy interviewing a woman and a man outside a Hawaiian Gardens apartment was fatally shot Friday when a gunman burst out of the residence , put a handgun to the officer's face and fired , authorities said . Sheriff's deputies fanned out across Hawaiian Gardens late Friday in search of the gunman , who apparently surprised Deputy Jerry Ortiz , 35 , as he spoke to the woman in the doorway of her apartment . ",interviewing have no relationship to in search ,interviewing ,in search ,NONE
"In the days following Gray's death , it's been revealed that both Mourad and Cordova have reportedly been named in five federal lawsuits with plaintiffs alleging civil rights violations . ",death have no relationship to violations ,death ,violations ,NONE
"Police said 12 people were injured in the riots . Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . ",riots is the cause of Riots ,riots ,Riots ,Cause-Effect
Jose Luis Orozco showed almost no emotion throughout the three - week trial in which he was convicted of the 2005 murder of Los Angeles County Sheriff's Deputy Jerry Ortiz . ,showed have no relationship to trial ,showed ,trial ,NONE
"In the week following the fatal shooting of 16 - year - old Kimani Gray , several protests and riots have erupted in the teen's Brooklyn neighborhood as the cops involved have come under scrutiny for previous reported civil rights violations . ",protests have no relationship to erupted ,protests ,erupted ,NONE
The fire that destroyed the original Matanuska Maid Dairy warehouse in Palmer on Tuesday took a piece of Alaska ’ s history . ,fire is the cause of took ,fire ,took ,Cause-Effect
"Police intervened after more than 100 people joined together for a candlelit vigil in the East Flatbush neighborhood in Brooklyn , New York , where 16 - year - old Kimani Gray was shot multiple times by police on Saturday . ",joined is the cause of intervened ,joined ,intervened ,Cause-Effect
"On the streets of Athens , demonstrators chanted ""Thieves , thieves ! "" as they attempted to break through a riot police cordon guarding Parliament and chased ceremonial guards away from the Tomb of the Unknown Soldier in front of the building . Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . ",break through is the cause of hurled ,break through ,hurled ,Cause-Effect
Tens of thousands of people took to the streets in a nationwide strike to protest new taxes and government spending cuts demanded by the International Monetary Fund and other European nations before heavily indebted Greece gets a euro110 billion ( $141 billion ) loan package to keep it from defaulting . ,cuts is the cause of protest ,cuts ,protest ,Cause-Effect
The fire was reported at 3 : 33 a . m . and is under investigation by the Palmer Police and the State Fire Marshal . Historic Mat Maid warehouse burns ,reported have no relationship to burns ,reported ,burns ,NONE
"Indian Naval Ship Sukanya , deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , thwarted a multiple - boat attack by pirates on Thursday and rescued 26 Somali crewmembers . ",rescued is the cause of attack ,rescued ,attack ,Cause-Effect
"Memorial for Kimani 'Kiki' Gray , who was fatally wounded by police Saturday after allegedly pointing a gun in their direction , turned ugly as nearly 100 angry mourners clashed with cops , tossing bottles and creating a melee . ",tossing have no relationship to pointing ,tossing ,pointing ,NONE
Three Killed In Athens Bank Fire Amid Strike Three people have died after rioters in Greece set fire to a bank in Athens during a nationwide strike against huge spending cuts aimed at rescuing the country's economy . ,Strike is the cause of set fire ,Strike ,set fire ,Cause-Effect
"Ten people were killed and at least 50 injured when an earthquake razed mud - brick villages on the Persian Gulf island of Qeshm off Iran's southern coast Sunday , officials and state media said . State media said three strong aftershocks were felt . ",earthquake is the cause of aftershocks ,earthquake ,aftershocks ,Cause-Effect
"It was probably “ chance ” when the Wasilla Bible Church was burned , and arson was suspected . No arrests were made in that fire . ",suspected have no relationship to made ,suspected ,made ,NONE
An orderly protest over the death of an armed 16 - year - old turned into a riot in Brooklyn tonight after young people started lashing out at NYPD officers . 'It sounds like a war zone' : Chaos in Brooklyn as 100 teenagers 'riot' on the streets following vigil of 16 - year - old who was shot dead by NYPD plainclothes cops ,lashing out is the cause of riot ,lashing out ,riot ,Cause-Effect
"A convicted child molester who was supposedly confined to a wheelchair overpowered two prison guards today , handcuffed them , stole their weapons and walked off wearing one of their uniforms . Described as a 6 - feet tall and weighing approximately 200 pounds , Lyons warned that Comeaux knows the area where he escaped well and could have family nearby . ",overpowered is the cause of escaped ,overpowered ,escaped ,Cause-Effect
"""The earthquake was really strong , and people poured into the streets in panic . ",earthquake is the cause of poured ,earthquake ,poured ,Cause-Effect
"A hungry , wet and barefoot Arcade Joseph Comeaux Jr . was caught in northeast Houston , about 25 miles northwest of where he escaped , said Alfredo Perez , a spokesman for the U . S . Marshals Service . A convicted sex offender who was the subject of a weeklong manhunt after pulling off a daring escape during a prison transfer was captured Monday after authorities received several phone tips , including one from a salesman who recognized the inmate outside his business . ",escaped is the cause of captured ,escaped ,captured ,Cause-Effect
"John Owen , the city's public safety director , says dispatchers got a call shortly after 3 : 30 a . m . Tuesday that the vacated building was on fire . The fire was extinguished by 7 a . m . , after fire crews attacked it from all sides . ",call have no relationship to fire ,call ,fire ,NONE
"LaCalamita is charged with first - degree murder in the death of Kafoury , 63 , of Warren . Steinberg was shot in the hip and has spoken to police about the attack , while Riva had not yet regained consciousness and was on a ventilator . ",death is the cause of shot ,death ,shot ,Cause-Effect
"""Two of the bombs fell within the Yida camp , including one close to the school , "" said UNHCR spokesman Adrian Edwards . The refugee agency is concerned by the escalating tensions in the border areas between Sudan and South Sudan , where hundreds of thousands of civilians have been uprooted since June as a result of fighting . ",said have no relationship to fighting ,said ,fighting ,NONE
"His supervision was revoked and he returned to prison in May 1984 with a new charge of indecency with a child , given a new 20 year sentence . ",indecency is the cause of sentence ,indecency ,sentence ,Cause-Effect
Brother charged after Aberdare woman found dead ,dead is the cause of charged ,dead ,charged ,Cause-Effect
"Wladimir Klitschko won his 16th straight fight today , successfully defending the WBA , WBO , and IBF heavyweight titles against Tony Thompson , stopping the 40 - year - old American in the sixth round of a fight that was never really close . ",won is the cause of defending ,won ,defending ,Cause-Effect
"He said the blood was drawn well after Williams' arrest , meaning he could have been intoxicated when when officers pulled him over for speeding in his 2008 Bentley . City Attorney spokeswoman Gina Coburn told the Union - Tribune the case remains under review and is being investigated further . ",intoxicated is the cause of remains ,intoxicated ,remains ,Cause-Effect
A second man has fallen to his death in Aoraki Mount Cook National Park . It was the second death in the park in two days . ,fallen is the cause of It ,fallen ,It ,Cause-Effect
"Klitschko put Thompson on the canvas with a big right hand near the end of the fifth round at Stade de Suisse , and the 40 - year - old American southpaw never recovered . The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight at 2 : 56 . ",put on is the cause of count ,put on ,count ,Cause-Effect
The tourist Island of Qeshm on the Persian Gulf and seven of its villages were most strongly affected by the quake . Powerful Quake in Iran Kills 10 ; 80 Hurt and 7 Villages Damaged ,quake is the cause of Kills ,quake ,Kills ,Cause-Effect
"A Brooklyn jury has returned a guilty verdict for Andrew Lopez for the murder of Zurana Horton and the injury of two others . It shows her attempting to shield herself from the spray of bullets , and ultimately her fatally wounded body on the sidewalk . ",murder have no relationship to spray ,murder ,spray ,NONE
"Pinup girl Williams was the star of WWII - era ""aquatic musicals"" and helped make the sport of synchronized swimming popular . Esther Williams , who swam to stardom in the 1940's , dies at 91 ",musicals have no relationship to stardom ,musicals ,stardom ,NONE
"Klitschko had beaten Thompson back in 2008 , mostly dominating that fight and knocking ""The Tiger"" out in the 11th rounds . ",dominating is the cause of beaten ,dominating ,beaten ,Cause-Effect
"It was the pool - and wartime pinup pictures of her in bathing suits - that made her popular . Esther Williams , whose experiences as a young swimming champion led to a career of Hollywood ""aqua - musicals"" designed just for her , died on Thursday in Beverly Hills , California , at the age of 91 , her spokesman said . ",made have no relationship to said ,made ,said ,NONE
"The day following Rait ’ s death an inexperienced and reportedly ill - equipped mountain climber with rental gear , 31 - year - old Robert Buckley of the U . K . but living in Christchurch , New Zealand , slipped on ice and fell 700 meters to his own death elsewhere in the same National Park . While en route from the drop - off location to the hut he slipped from the ridgeline and fell to his death . ",death have no relationship to fell ,death ,fell ,NONE
"She then opened fire on the others , Philadelphia Homicide Capt . James Clark said . A Kraft Foods plant worker who had been suspended for feuding with colleagues , then escorted from the building , returned minutes later with a handgun , found her foes in a break room and executed two of them with a single bullet each and critically wounded a third , police said Friday . ",opened fire have no relationship to escorted ,opened fire ,escorted ,NONE
"A convicted sex offender sentenced to life in prison pulled a gun on two guards during a prison transfer Monday and held them hostage temporarily before fleeing on foot in one of the guard's uniforms , authorities said . Arcade Joseph Comeaux Jr , Prison Inmate , Pulls Gun On And Handcuffs Guards , Runs Away ",pulled on is the cause of Runs ,pulled on ,Runs ,Cause-Effect
"Charger Jamal Williams arrested on suspicion of DUI For the second time in less than a month , a member of the San Diego Chargers has been arrested on suspicion of drunk driving . ",arrested is the cause of drunk driving ,arrested ,drunk driving ,Cause-Effect
"Gunman Kills L . A . Deputy on Gang Duty ""This was an assassination of a deputy , "" Sheriff Lee Baca said . ",on Duty is the cause of This ,on Duty ,This ,Cause-Effect
"Deputy Jerry Ortiz was shot and killed after knocking on a door during an investigation . As he spoke to the woman at the door of the apartment , the suspect in the previous day's shooting appeared and shot him in the head . ",shot have no relationship to shot ,shot ,shot ,NONE
"Indian Navy foils attack in Gulf of Aden , nabs 26 pirates Indian Navy patrolling the Gulf of Aden yesterday thwarted a multi - boat attack by sea brigands on merchant vessels , apprehending 26 Somali pirates and confiscating arms and ammunition , in the fifth successful anti - piracy operation since September . ",foils is the cause of apprehending ,foils ,apprehending ,Cause-Effect
"Three people died when an Athens bank went up in flames Wednesday as tens of thousands of Greeks took to the streets to protest harsh spending cuts aimed at saving the country from bankruptcy . The Greek prime minister has denounced what he called the ""murder"" of three bank workers killed when the building they were in was torched during protests in Athens against harsh new austerity measures . ",protest is the cause of murder ,protest ,murder ,Cause-Effect
"Both women were found dead at their home in Newton Street , Millom , Cumbria , on Saturday morning , with Mr Jenkin arrested shortly afterwards . John Jenkin is due in court over the murders of Alice McMeekin , 58 , and Kathryn Jenkin , 20 . ",dead have no relationship to due ,dead ,due ,NONE
The fire has destroyed a large section of the store and fire crews and investigators are still on the scene . By 8 . 30am crews were using thermal imaging cameras to identify hotspots and an investigation into the cause of the fire was under way . ,fire is the cause of investigation ,fire ,investigation ,Cause-Effect
"A provisional trial date has been set in the case of a son accused of killing his mother , sister and pet dog . A plea and case management hearing will be held on September 6 . ",accused is the cause of hearing ,accused ,hearing ,Cause-Effect
"A refugee camp in South Sudan's Unity state was bombed Thursday , South Sudan officials and witnesses said , threatening to raise tensions with Sudan in the violence - plagued border region . A Reuters correspondent heard a large explosion in the Yida refugee camp , then saw a crater about two meters ( 6 . 6 feet ) wide , an unexploded bomb wedged in the side of a school building and a white aircraft flying north . ",said have no relationship to wedged ,said ,wedged ,NONE
"INS Sukanya detected five suspicious boats , speedily approaching the merchant vessels that the warship was escorting through the Internationally Recognized Transit Corridor . An Indian warship on Thursday intercepted three boats with 26 Somali pirates in the Gulf of Aden and foiled an attack on merchant vessels . ",detected have no relationship to intercepted ,detected ,intercepted ,NONE
"KYW ’ s Pat Loeb reports that the shooting took place just after 8 : 30pm Thursday night inside the old Nabisco factory , along the 12000 block of Roosevelt Boulevard , at Woodhaven Road . Police say two people have been killed and another wounded in a shooting at the Kraft Foods plant in Northeast Philadelphia . ",shooting is the cause of wounded ,shooting ,wounded ,Cause-Effect
"Four men rammed their car into an upmarket jewelry store in central Paris on Monday , smashing the shop window and stealing $2 . 6 million ( two million Euros ) in jewelry , according to AFP . Paris Store Hit by $2 . 6 Million Jewelry Heist ",rammed is the cause of Heist ,rammed ,Heist ,Cause-Effect
Brooklyn vigil for slain teen killed by NYPD snowballs into full blown riot Dozens gathered to remember 16 - year - old Kimani Gray . ,slain is the cause of gathered ,slain ,gathered ,Cause-Effect
"""It was a sudden attack that gave the deputy no chance . "" Gunman Kills L . A . Deputy on Gang Duty ",gave have no relationship to Kills ,gave ,Kills ,NONE
The cause of the fire has not been determined . ,cause is the cause of fire ,cause ,fire ,Cause-Effect
"Two men have died in separate climbing accidents at Mt Cook this weekend . The 36 - year - old , who had been living in Melbourne , slipped and fell approximately 200 metres down a steep ice gully as he was approaching the Tasman Saddle Hut , police said . ",accidents have no relationship to fell ,accidents ,fell ,NONE
"The initial tremor lasted just over 10 seconds , she says , and there have been at least four aftershocks of around 4 . 0 . A powerful earthquake has hit southern Iran , killing at least 10 people , injuring dozens more and damaging several villages , officials say . ",tremor is the cause of damaging ,tremor ,damaging ,Cause-Effect
"""We can confirm that SEACOM is currently experiencing problems on their network . SEACOM experienced downtime this morning ; SEACOM explained that the downtime was most likely caused by a problem on SEA - ME - WE 4 ",experiencing have no relationship to downtime ,experiencing ,downtime ,NONE
"Judge Philip Hickok told a packed courtroom that he weighed all the aggravating factors and mitigating circumstances in the ambush slaying of Los Angeles County Sheriff's Deputy Jerry Ortiz in June 2005 , and he concluded that the case ""absolutely warrants death instead of life without parole . "" ",case is the cause of death ,case ,death ,Cause-Effect
"Nevertheless , on Thursday afternoon an Antonov bomber dropped four bombs on the South Sudanese area of Yida , hitting a refugee camp of roughly 21 , 000 people , some of them northern Sudanese who had crossed the border since the rebellion in Sudan began . ",dropped is the cause of crossed ,dropped ,crossed ,Cause-Effect
"Police intervened after more than 100 people joined together for a candlelit vigil in the East Flatbush neighborhood in Brooklyn , New York , where 16 - year - old Kimani Gray was shot multiple times by police on Saturday . “ Tonight was a peaceful vigil that devolved into a riot , ” Williams wrote . ",shot is the cause of vigil ,shot ,vigil ,Cause-Effect
"Police said two women and one man , between 30 and 40 years old , working for a Marfin bank branch choked on smoke after protesters broke the windows of a commercial building on central Stadiou Avenue and tossed in Molotov cocktails . ",broke is the cause of tossed ,broke ,tossed ,Cause-Effect
"Ortiz probably died instantly , Waldie said . Sheriff ’ s Deputy Shot and Killed ",died have no relationship to Killed ,died ,Killed ,NONE
"The Mean Girls star just checked - in to the Cliffside Rehab Center in Malibu , where she will receive extended treatment , TMZ reports . ",receive have no relationship to checked  in ,receive ,checked  in ,NONE
A fire - bomb attack on a bank in Greece killed at least three people Wednesday as police fought pitched battles with striking protestors furious at brutal budget cuts designed to avert national bankruptcy . ,furious have no relationship to fought ,furious ,fought ,NONE
"Andrew Lopez , 20 , was found guilty of slaying Zurana Horton , 34 , and wounding Unique Armstead , 32 , and Cheanne McKnight , 11 , in October 2011 as he targeted rival gang members . ",targeted is the cause of slaying ,targeted ,slaying ,Cause-Effect
It comes a day after three bank workers died in a petrol bomb attack as demonstrations over the planned austerity measures turned violent . Greece's parliament is due to vote on the hefty cuts and reforms proposed by the government to address the country's financial crisis . ,demonstrations have no relationship to cuts ,demonstrations ,cuts ,NONE
"The Ukrainian champion dropped Thompson again in the sixth , and referee Sam Williams gave the challenger a standing count before stopping the fight . ",fight is the cause of sixth ,fight ,sixth ,Cause-Effect
"The police source , who wished to remain anonymous , said the men drove a large four - by - four car into the store in the early hours of the morning and grabbed jewelry and luxury watches worth an estimated two million euros . Paris hit by 2 mn - euro jewelry heist ",grabbed is the cause of heist ,grabbed ,heist ,Cause-Effect
"Troy , Mich . police said Anthony LaCalamita III , 38 , targeted two managers and also may have intended to shoot another one . A fired accountant bought a shotgun the day after he lost his job , then returned to the office the following week and opened fire on his bosses , wounding both and killing a receptionist , the Associated Press reported . ",targeted is the cause of opened fire ,targeted ,opened fire ,Cause-Effect
No application was made for bail and no plea was entered . PROVISIONAL TRIAL DATE SET FOR CUMBRIA DOUBLE MURDER ACCUSED ,entered have no relationship to TRIAL ,entered ,TRIAL ,NONE
